Time,Category,Message,
5/18/2026 7:30:02 AM,Order,Order='b1f69efd10914658bd4379301d8880f1/PA-APEX-41998-52' Name='Buy to cover-99105-02E82F80' New state='Submitted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: Submitted Order orderId='b1f69efd10914658bd4379301d8880f1' account='PA-APEX-41998-52' name='Buy to cover-99105-02E82F80' orderState=Initialized instrument='MNQ 06-26' orderAction=BuyToCover orderType='Market' limitPrice=0 stopPrice=0 quantity=1 tif=Gtc oco='' filled=0 averageFillPrice=0 onBehalfOf='' id=99106 time='2026-05-18 07:30:02' gtd='2099-12-01' statementDate='2026-05-18' to PA-APEX-41998-52!Apex!Apex copied from leader order id 647207982c8d421fb8d017d86b498ac3 from tab "02E82F80",
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: Calculating resulting quantity for leader account SimAccount5 with a Market BuyToCover Submitted Order with 1 qty name: "Buy to cover" and strategy: "" from tab "02E82F80",
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: Follower account PA-APEX-41998-52!Apex!Apex order with quantity 1 was calculated from tab "02E82F80". The result Ratio calc is 1,
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: OnOrderUpdate 647207982c8d421fb8d017d86b498ac3 "Submitted" "99105" "99105024381887" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:02 AM,Order,Order='647207982c8d421fb8d017d86b498ac3/SimAccount5' Name='Buy to cover' New state='Submitted' Instrument='NQ 06-26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: Submitted Order ID: 99105 = 647207982c8d421fb8d017d86b498ac3,
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: Submitted leader Order 647207982c8d421fb8d017d86b498ac3 from tab "02E82F80" it will submit a replication order to all follower accounts,
5/18/2026 7:30:02 AM,NinjaScript,NinjaScript strategy 'MimicV2/350032602' submitting order,
5/18/2026 7:30:00 AM,Position,Instrument='NQ 06-26' Account='SimAccount5' Average price=29338 Quantity=1 Market position=Short Operation=Operation_Add,
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: OnExecutionUpdate "8c7f3f293b9a42e6a2cc3dee2f39283e" "72294" "1cf7157155724a92a6e8435edbed8400" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:00 AM,Execution,Execution='1069455,
5/18/2026 7:30:00 AM,Order,Order='2755184150/PA-APEX-41998-52' Name='shortEntry-99103-02E82F80' New state='Filled' Instrument='MNQ 06-26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=29328 Error='No error' Native error='',
5/18/2026 7:30:00 AM,Order,Order='2755184150/PA-APEX-41998-52' Name='shortEntry-99103-02E82F80' New state='Working' Instrument='MNQ 06-26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:00 AM,Execution,Execution='8c7f3f293b9a42e6a2cc3dee2f39283e' Instrument='NQ 06-26' Account='SimAccount5' Exchange=Default Price=29338 Quantity=1 Market position=Short Operation=Operation_Add Order='1cf7157155724a92a6e8435edbed8400' Time='5/18/2026 7:30 AM',
5/18/2026 7:30:00 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29328 Quantity=1 Market position=Short Operation=Operation_Add,
5/18/2026 7:30:00 AM,Order,Order='2755184150/PA-APEX-41998-52' Name='shortEntry-99103-02E82F80' New state='Accepted' Instrument='MNQ 06-26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: Filled leader Order 1cf7157155724a92a6e8435edbed8400 from tab "02E82F80" [Limit Price: 0 Stop Price: 0 Quantity: 1],
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: OnOrderUpdate 1cf7157155724a92a6e8435edbed8400 "Filled" "99103" "991030013524612" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:00 AM,Order,Order='1cf7157155724a92a6e8435edbed8400/SimAccount5' Name='shortEntry' New state='Filled' Instrument='NQ 06-26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=29338 Error='No error' Native error='',
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: Accepted Order ID: 99103 = 1cf7157155724a92a6e8435edbed8400,
5/18/2026 7:30:00 AM,Order,Order='1cf7157155724a92a6e8435edbed8400/SimAccount5' Name='shortEntry' New state='Working' Instrument='NQ 06-26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: OnOrderUpdate 1cf7157155724a92a6e8435edbed8400 "Working" "99103" "991030012517110" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:00 AM,Order,Order='8b0a009c37ec4acbb8e6da17f1f15af2/PA-APEX-41998-52' Name='shortEntry-99103-02E82F80' New state='Submitted' Instrument='MNQ 06-26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: Submitted Order orderId='8b0a009c37ec4acbb8e6da17f1f15af2' account='PA-APEX-41998-52' name='shortEntry-99103-02E82F80' orderState=Initialized instrument='MNQ 06-26' orderAction=SellShort orderType='Market' limitPrice=0 stopPrice=0 quantity=1 tif=Gtc oco='' filled=0 averageFillPrice=0 onBehalfOf='' id=99104 time='2026-05-18 07:30:00' gtd='2099-12-01' statementDate='2026-05-18' to PA-APEX-41998-52!Apex!Apex copied from leader order id 1cf7157155724a92a6e8435edbed8400 from tab "02E82F80",
5/18/2026 7:30:00 AM,Order,Order='1cf7157155724a92a6e8435edbed8400/SimAccount5' Name='shortEntry' New state='Accepted' Instrument='NQ 06-26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: OnOrderUpdate 1cf7157155724a92a6e8435edbed8400 "Accepted" "99103" "991030010012830" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: Calculating resulting quantity for leader account SimAccount5 with a Market SellShort Submitted Order with 1 qty name: "shortEntry" and strategy: "" from tab "02E82F80",
5/18/2026 7:30:00 AM,NinjaScript,Replikanto: Follower account PA-APEX-41998-52!Apex!Apex order with quantity 1 was calculated from tab "02E82F80". The result Ratio calc is 1,
5/18/2026 7:29:59 AM,NinjaScript,Replikanto: Submitted Order ID: 99103 = 1cf7157155724a92a6e8435edbed8400,
5/18/2026 7:29:59 AM,NinjaScript,Replikanto: Submitted leader Order 1cf7157155724a92a6e8435edbed8400 from tab "02E82F80" it will submit a replication order to all follower accounts,
5/18/2026 7:29:59 AM,NinjaScript,Replikanto: OnOrderUpdate 1cf7157155724a92a6e8435edbed8400 "Submitted" "99103" "991035945161957" from workspace "Main" and tab "02E82F80",
5/18/2026 7:29:59 AM,Order,Order='1cf7157155724a92a6e8435edbed8400/SimAccount5' Name='shortEntry' New state='Submitted' Instrument='NQ 06-26' Action='Sell short' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:59 AM,NinjaScript,NinjaScript strategy 'MimicV2/350032602' submitting order,
5/18/2026 7:29:59 AM,NinjaScript,Replikanto: Follower account 'PA-APEX-41998-52!Apex!Apex' from tab '02E82F80' workspace 'Main' Status = Checked Ratio = 1 PreAllocation = 0 PctField = 0 Cross Order = True Use ATM = True Market Only = False,
5/18/2026 7:29:53 AM,NinjaScript,Replikanto: Follower account 'PA-APEX-41998-52!Apex!Apex' from tab '02E82F80' workspace 'Main' Status = Checked Ratio = 2 PreAllocation = 0 PctField = 0 Cross Order = True Use ATM = True Market Only = False,
5/18/2026 7:29:50 AM,NinjaScript,Replikanto: Leader account was changed at the tab '02E82F80' workspace 'Main'. Old: SimAccount1 new: SimAccount5,
5/18/2026 7:29:34 AM,Order,Order='2755182055/PA-APEX-41998-52' Name='Close' New state='Filled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=2 Type='Market' Time in force=DAY Oco='' Filled=2 Fill price=29353.25 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Execution,Execution='1069938,
5/18/2026 7:29:34 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29352.125 Quantity=2 Market position=Flat Operation=Remove,
5/18/2026 7:29:34 AM,Order,Order='2755182055/PA-APEX-41998-52' Name='Close' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=2 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755182055/PA-APEX-41998-52' Name='Close' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=2 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='54771854390b4d24983c42e23cf39994/PA-APEX-41998-52' Name='Close' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=2 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755177693/PA-APEX-41998-52' Name='Stop1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29328.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755172731/PA-APEX-41998-52' Name='Stop1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29328.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755172731/PA-APEX-41998-52' Name='Stop1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29328.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755177693/PA-APEX-41998-52' Name='Stop1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29328.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:34 AM,Default,Chart Trader close position,
5/18/2026 7:29:24 AM,Order,Order='2755178232/PA-APEX-41998-52' Name='Entry' New state='Cancelled' Instrument='MNQ 06-26' Action='Buy' Limit price=29339 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:24 AM,Order,Order='2755178232/PA-APEX-41998-52' Name='Entry' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=29339 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:01 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:01 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:01 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:01 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:01 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Change submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:29:01 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Change submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29382.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:58 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29383.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:58 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29383.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:58 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29383.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:58 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29383.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:58 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Change submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29383.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:58 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Change submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29383.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:09 AM,Order,Order='2755178232/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Buy' Limit price=29339 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:09 AM,Order,Order='2755178232/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Buy' Limit price=29339 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:09 AM,Order,Order='43c962b8123f47c2a0534565a6071524/PA-APEX-41998-52' Name='Entry' New state='Submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=29339 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:28:09 AM,Order,Chart Trader submitting order to an active strategy '1-400-400 - 1/350032603',
5/18/2026 7:28:09 AM,Order,Chart Trader submitting order with strategy '1-400-400 - 1' (Ticks),
5/18/2026 7:27:59 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29385.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:59 AM,Order,Order='2755177696/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29385.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:59 AM,Order,Order='2755177693/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29328.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:59 AM,Order,Order='d559215f4f8243a4ba4805cce68260ab/PA-APEX-41998-52' Name='Target1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29385.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:59 AM,Order,Order='ba9402a8824b45e39a415efe218fd47a/PA-APEX-41998-52' Name='Stop1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29328.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='faec4711c3f146d7b87f0f480d4f6250' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:59 AM,Order,Order='2755172864/PA-APEX-41998-52' Name='Entry' New state='Filled' Instrument='MNQ 06-26' Action='Buy' Limit price=29349 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=1 Fill price=29349 Error='No error' Native error='',
5/18/2026 7:27:59 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29352.125 Quantity=2 Market position=Long Operation=Update,
5/18/2026 7:27:59 AM,Execution,Execution='1069218,
5/18/2026 7:27:54 AM,Order,Order='2755172731/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29328.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:54 AM,Order,Order='2755172731/PA-APEX-41998-52' Name='Stop1' New state='Change submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29328.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:25 AM,Order,Order='2755172731/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29324.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:25 AM,Order,Order='2755172731/PA-APEX-41998-52' Name='Stop1' New state='Change submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29324.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:00 AM,Order,Order='2755172864/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Buy' Limit price=29349 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:00 AM,Order,Order='2755172864/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Buy' Limit price=29349 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:27:00 AM,Order,Order='2755172864/PA-APEX-41998-52' Name='Entry' New state='Change submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=29349 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:32 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29385.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:32 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29385.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:32 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Change submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29385.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:20 AM,Order,Order='2755172864/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Buy' Limit price=29342.25 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:20 AM,Order,Order='2755172864/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Buy' Limit price=29342.25 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:20 AM,Order,Order='d85c3944ce7f48f4b42ee45334844127/PA-APEX-41998-52' Name='Entry' New state='Submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=29342.25 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:20 AM,Order,Chart Trader submitting order to an active strategy '1-400-400 - 1/350032603',
5/18/2026 7:26:20 AM,Order,Chart Trader submitting order with strategy '1-400-400 - 1' (Ticks),
5/18/2026 7:26:15 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29455.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Order,Order='2755172732/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29455.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Order,Order='2755172731/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29255.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Order,Order='a704afd6a4e346bb8f73666bf5af955b/PA-APEX-41998-52' Name='Target1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29455.25 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Order,Order='10b02b800e0a49838de1e48ab4beb4fb/PA-APEX-41998-52' Name='Stop1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29255.25 Quantity=1 Type='Stop Market' Time in force=GTC Oco='a6c1c814014c4fe688693af6efec7842' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Order,Order='2755172725/PA-APEX-41998-52' Name='Entry' New state='Filled' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=29355.25 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Execution,Execution='1068183,
5/18/2026 7:26:15 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29355.25 Quantity=1 Market position=Long Operation=Operation_Add,
5/18/2026 7:26:15 AM,Order,Order='2755172725/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Order,Order='2755172725/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Order,Order='6cdbd19b30ba433883c39773ba566515/PA-APEX-41998-52' Name='Entry' New state='Submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:26:15 AM,Order,Chart Trader submitting order with strategy '1-400-400 - 1' (Ticks),
